mode,episode,score
stochastic,0,753.0
stochastic,1,345.0
stochastic,2,44.0
stochastic,3,138.0
stochastic,4,39.0
stochastic,5,117.0
stochastic,6,358.0
stochastic,7,50.0
stochastic,8,16.0
stochastic,9,279.0
deterministic,0,129.0
deterministic,1,3337.0
deterministic,2,336.0
deterministic,3,588.0
deterministic,4,98.0
deterministic,5,166.0
deterministic,6,54.0
deterministic,7,146.0
deterministic,8,1657.0
deterministic,9,194.0
