mode,episode,score
stochastic,0,1.0
stochastic,1,1.0
stochastic,2,1.0
stochastic,3,1.0
stochastic,4,1.0
stochastic,5,1.0
stochastic,6,1.0
stochastic,7,1.0
stochastic,8,1.0
stochastic,9,1.0
deterministic,0,1.0
deterministic,1,1.0
deterministic,2,1.0
deterministic,3,1.0
deterministic,4,1.0
deterministic,5,1.0
deterministic,6,1.0
deterministic,7,1.0
deterministic,8,1.0
deterministic,9,1.0
