mode,episode,score
stochastic,0,1.0
stochastic,1,179.0
stochastic,2,158.0
stochastic,3,93.0
stochastic,4,46.0
stochastic,5,93.0
stochastic,6,122.0
stochastic,7,77.0
stochastic,8,17.0
stochastic,9,381.0
deterministic,0,5.0
deterministic,1,2333.0
deterministic,2,373.0
deterministic,3,22.0
deterministic,4,2.0
deterministic,5,391.0
deterministic,6,826.0
deterministic,7,2.0
deterministic,8,1276.0
deterministic,9,11.0
