mode,episode,score
stochastic,0,28.0
stochastic,1,4.0
stochastic,2,22.0
stochastic,3,37.0
stochastic,4,2.0
stochastic,5,5.0
stochastic,6,46.0
stochastic,7,2.0
stochastic,8,3.0
stochastic,9,35.0
deterministic,0,912.0
deterministic,1,40.0
deterministic,2,194.0
deterministic,3,343.0
deterministic,4,364.0
deterministic,5,184.0
deterministic,6,313.0
deterministic,7,214.0
deterministic,8,148.0
deterministic,9,40.0
