mode,episode,score
stochastic,0,2.0
stochastic,1,3.0
stochastic,2,23.0
stochastic,3,19.0
stochastic,4,2.0
stochastic,5,2.0
stochastic,6,14.0
stochastic,7,3.0
stochastic,8,4.0
stochastic,9,7.0
deterministic,0,5.0
deterministic,1,2.0
deterministic,2,56.0
deterministic,3,25.0
deterministic,4,40.0
deterministic,5,11.0
deterministic,6,44.0
deterministic,7,20.0
deterministic,8,14.0
deterministic,9,23.0
