mode,episode,score
stochastic,0,26.0
stochastic,1,35.0
stochastic,2,24.0
stochastic,3,21.0
stochastic,4,4.0
stochastic,5,35.0
stochastic,6,33.0
stochastic,7,18.0
stochastic,8,4.0
stochastic,9,4.0
deterministic,0,74.0
deterministic,1,39.0
deterministic,2,4.0
deterministic,3,5.0
deterministic,4,32.0
deterministic,5,34.0
deterministic,6,27.0
deterministic,7,3.0
deterministic,8,26.0
deterministic,9,7.0
