mode,episode,score
stochastic,0,24.0
stochastic,1,47.0
stochastic,2,1.0
stochastic,3,1.0
stochastic,4,72.0
stochastic,5,60.0
stochastic,6,56.0
stochastic,7,1.0
stochastic,8,5.0
stochastic,9,3.0
deterministic,0,3.0
deterministic,1,54.0
deterministic,2,7.0
deterministic,3,6.0
deterministic,4,9.0
deterministic,5,7.0
deterministic,6,1.0
deterministic,7,7.0
deterministic,8,4.0
deterministic,9,38.0
