mode,episode,score
stochastic,0,119.0
stochastic,1,151.0
stochastic,2,362.0
stochastic,3,97.0
stochastic,4,120.0
stochastic,5,21.0
stochastic,6,113.0
stochastic,7,8.0
stochastic,8,164.0
stochastic,9,2.0
deterministic,0,275.0
deterministic,1,227.0
deterministic,2,20.0
deterministic,3,155.0
deterministic,4,580.0
deterministic,5,74.0
deterministic,6,422.0
deterministic,7,7.0
deterministic,8,163.0
deterministic,9,122.0
