mode,episode,score
stochastic,0,218.0
stochastic,1,207.0
stochastic,2,71.0
stochastic,3,1.0
stochastic,4,56.0
stochastic,5,91.0
stochastic,6,441.0
stochastic,7,181.0
stochastic,8,597.0
stochastic,9,99.0
deterministic,0,4970.0
deterministic,1,922.0
deterministic,2,20.0
deterministic,3,46.0
deterministic,4,8.0
deterministic,5,713.0
deterministic,6,11.0
deterministic,7,16.0
deterministic,8,469.0
deterministic,9,236.0
