mode,episode,score
stochastic,0,171.0
stochastic,1,1.0
stochastic,2,224.0
stochastic,3,4.0
stochastic,4,2.0
stochastic,5,2.0
stochastic,6,3.0
stochastic,7,206.0
stochastic,8,14.0
stochastic,9,332.0
deterministic,0,139.0
deterministic,1,10.0
deterministic,2,203.0
deterministic,3,32.0
deterministic,4,94.0
deterministic,5,464.0
deterministic,6,209.0
deterministic,7,13.0
deterministic,8,618.0
deterministic,9,496.0
